donor_id,name,age_group,gender,email,country,newsletter_opt_in,payment_method,referral_channel,sector
984ac5e9-f30c-4b6e-a696-04909cc11c82,Jeremy Lewis,18-29,Male,jeremy.lewis@example.com,Germany,False,Credit Card,Website,Construction
3ff742a1-4889-49bc-a600-d2dc5679da8d,Stephanie Flynn,50-65,Female,stephanie.flynn@example.com,France,False,Credit Card,Local event,Healthcare
f1c64417-3dcf-4550-933f-172aef193355,Angela Robertson,66-80,Female,angela.robertson@example.com,UK,False,Bank Transfer,Website,Education
0e6535ee-f64b-4131-a606-3588915b69e0,George Cardenas,50-65,Male,george.cardenas@example.com,USA,False,Paypal,Word of mouth,Environment
052f02c7-df90-486c-9f12-31ebf0622772,Megan Walker,50-65,Female,megan.walker@example.com,Netherlands,False,Paypal,Newsletter,Nonprofit
0d0566e2-86dd-4903-98b2-1e09ca3cbebb,Alexander Sanchez,30-49,Male,alexander.sanchez@example.com,Germany,False,Credit Card,Website,Science & Research
396e01c5-95da-42a8-96f8-93fe793e0622,Samuel Jones,30-49,Male,samuel.jones@example.com,France,True,Credit Card,Social Media,Technology
765731c3-0954-4d16-acca-7f7ca3997626,Mark Lee,50-65,Male,mark.lee@example.com,China,True,Credit Card,Social Media,Real Estate
dd20fff9-a59c-4c06-9f4e-c792045472b4,Johnny Sanchez,66-80,Male,johnny.sanchez@example.com,USA,False,Bank Transfer,Website,Arts & Culture
188c307f-3e3c-4c97-936e-47857953e216,Abigail Potter,30-49,Female,abigail.potter@example.com,UK,False,Credit Card,Online advertising,Healthcare
ca5e06fa-3049-4718-bf45-a49552fa2c9c,Ashley Coleman,50-65,Female,ashley.coleman@example.com,South Africa,False,Credit Card,Word of mouth,Finance/Banking
24e5a5fe-984b-4d2a-a169-935fa955dd13,Tyler Holmes,50-65,Male,tyler.holmes@example.com,UK,False,Bank Transfer,Website,Technology
120445cd-d806-4398-a716-b33c69ca4c20,Danielle Charles,30-49,Female,danielle.charles@example.com,UK,True,Bank Transfer,Social Media,Construction
f2e5ed82-e7c2-4bfe-ac3d-f03bada1ef29,Robert Contreras,30-49,Male,robert.contreras@example.com,Australia,False,Paypal,Website,Arts & Culture
e5c67574-edf0-4518-a994-79bdaabaa97b,Kyle Dodson PhD,50-65,Male,kyle.phd@example.com,USA,False,Credit Card,Website,Healthcare
f7aa684e-45fc-4cf6-b69d-a339050e2aa0,Michelle Wagner,66-80,Female,michelle.wagner@example.com,Germany,True,Paypal,Website,Media & Communication
9ff21e6a-3739-4657-8240-f44cbd35a7e2,Kimberly Merritt,18-29,Female,kimberly.merritt@example.com,Australia,True,Credit Card,Word of mouth,Environment
53486b4e-804d-4fde-a44b-e66be20d9065,John Green,30-49,Male,john.green@example.com,UK,True,Bank Transfer,Website,Healthcare
207204eb-0b31-4726-b161-83c70f8605b1,Mark Cannon,30-49,Male,mark.cannon@example.com,Australia,True,Paypal,Social Media,Others
97372194-cff9-455f-be8f-334eb7a98b1b,Lori Hill,50-65,Female,lori.hill@example.com,UK,False,Credit Card,Newsletter,Law
6b876865-e52c-4e80-9a54-405bcaf2eeb5,Dustin Nelson,18-29,Male,dustin.nelson@example.com,Brazil,True,Bank Transfer,Social Media,Environment
f6b633d2-c14c-428d-a387-fad23533177e,Kimberly Taylor,30-49,Female,kimberly.taylor@example.com,UK,True,Paypal,Social Media,Healthcare
f364eec2-ad6c-41fd-b4ae-b663c1357faf,Melissa Mccarthy,30-49,Female,melissa.mccarthy@example.com,Brazil,False,Credit Card,Social Media,Healthcare
8ecab571-e197-4306-a1ef-4b9e619cf540,Jason Daniels,50-65,Male,jason.daniels@example.com,Netherlands,False,Bank Transfer,Website,Nonprofit
4748a0dc-41ba-4472-99af-06251db62aef,Daniel Fisher,50-65,Male,daniel.fisher@example.com,Germany,False,Paypal,Social Media,Pharmaceuticals
9bb6e2f0-9efb-4c9e-8df4-0d197d9eac8f,Kevin Dominguez,66-80,Male,kevin.dominguez@example.com,UK,True,Bank Transfer,Social Media,Real Estate
436227b6-8c31-446a-aa5f-b6b6b88f3412,Pamela James,50-65,Female,pamela.james@example.com,Australia,True,Bank Transfer,Website,Media & Communication
027da4ec-b331-46b6-860f-8f7260ded070,Heather Molina,66-80,Female,heather.molina@example.com,France,True,Bank Transfer,Website,Environment
99ad57a3-a70a-455a-94f9-f8f804ecb851,Tiffany Barnes,30-49,Female,tiffany.barnes@example.com,USA,True,Paypal,Word of mouth,Pharmaceuticals
d509e90f-d695-4c49-979e-42cf46940921,Kimberly Morrison,30-49,Other,kimberly.morrison@example.com,France,False,Paypal,Word of mouth,Government
bcc0ff08-062e-49d1-95b0-e9c68498c810,Daniel Graham,30-49,Male,daniel.graham@example.com,India,True,Bank Transfer,Website,Environment
6c492188-991b-4fc7-b6d5-6a9645817e82,Gabriella Shelton,50-65,Female,gabriella.shelton@example.com,USA,False,Paypal,Newsletter,Environment
3aeec641-e3f6-4b38-8390-d07f56a3f4fd,Carmen Mcdonald,18-29,Female,carmen.mcdonald@example.com,UK,False,Bank Transfer,Word of mouth,Law
3661bb51-8f96-459f-954f-058f26336d36,Lisa Johnson,50-65,Female,lisa.johnson@example.com,Australia,True,Credit Card,Social Media,Healthcare
c2342d38-a418-4456-af14-261cbdb6e47c,Kristy Johnson,30-49,Female,kristy.johnson@example.com,USA,False,Paypal,Local event,Energy
73c5b990-d9a9-4727-9733-6f554ab40780,Brandy Murray,50-65,Female,brandy.murray@example.com,UK,True,Bank Transfer,Newsletter,Science & Research
e175924f-f731-4185-96de-40a3e51d8b3e,Jamie Lewis,18-29,Female,jamie.lewis@example.com,Finland,False,Bank Transfer,Website,Energy
d19f51b0-00fa-407e-8adb-e89d2218be58,Paige Gray,18-29,Female,paige.gray@example.com,UK,True,Bank Transfer,Online advertising,Others
684d09fd-eab2-4f54-839e-24b458d89f83,Sandra King,50-65,Female,sandra.king@example.com,South Africa,False,Bank Transfer,Website,Science & Research
dd204916-180e-4a93-8550-3b84d1eedf37,Alicia Ryan,66-80,Female,alicia.ryan@example.com,Germany,True,Paypal,Social Media,Construction
e64cd8cf-5543-4f12-b4e8-d9928cdc3025,Mrs. Marie Harrington DDS,18-29,Female,mrs..dds@example.com,USA,False,Paypal,Website,Finance/Banking
6a24e237-adb0-417d-928a-e6e70ea87616,Tiffany Gonzalez,50-65,Female,tiffany.gonzalez@example.com,China,False,Credit Card,Social Media,Environment
bc809226-e816-4ae6-8638-ab0597b4b57e,Brittany Martinez,50-65,Female,brittany.martinez@example.com,Germany,True,Bank Transfer,Social Media,Finance/Banking
32e4b6bc-7590-4d5c-9786-e7cf403061c4,Kristy Robinson,18-29,Female,kristy.robinson@example.com,UK,True,Paypal,Online advertising,Construction
cae4c6c0-db27-4bca-8d37-fa3923383496,Randall Jackson,50-65,Male,randall.jackson@example.com,Finland,False,Paypal,Online advertising,Pharmaceuticals
b6801ada-971f-4b63-9c5d-2eec6c750775,Paul Wilson,18-29,Male,paul.wilson@example.com,Australia,False,Paypal,Online advertising,Pharmaceuticals
d2c3a836-2758-4863-be78-581896d6e1a4,Traci Rodriguez,50-65,Female,traci.rodriguez@example.com,Australia,True,Bank Transfer,Local event,Technology
27cdec81-ae95-469e-ae7a-005d923e00de,Emily Byrd,30-49,Female,emily.byrd@example.com,Brazil,True,Credit Card,Local event,Real Estate
7a23c06c-559d-427c-a5a9-00c926dc8183,Jennifer Espinoza,30-49,Female,jennifer.espinoza@example.com,Canada,True,Bank Transfer,Social Media,Others
773977fe-a968-44fe-903e-3bcf6463d520,Michael Burton,18-29,Male,michael.burton@example.com,New Zealand,False,Paypal,Word of mouth,Environment
012b6f8a-4a5d-4796-af45-a4a3c84fbd56,Raymond Jefferson,50-65,Male,raymond.jefferson@example.com,UK,False,Paypal,Social Media,Energy
